[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[146079979321569280],"[When someone makes a really good tweet/status and then you realize they misspelled like, 3 of the most meaningful words #disappointment]",[sadness] 
[140646118248808448],"[Looking forward to  @MoRocca s piece on  @CBSSunday  about pets & divorce. I #love  @MoRocca !]",[love] 
[147316040785870849],"[Not even bothered about christmas - not I dont have college it means I can sleep 24/7 #bliss]",[joy] 
[142349873319120896],"[New coach! Her name is Laura Jackson! Dirt female coach besides indoor #excited]",[joy] 
[147129589754363906],"[Morning world...I would like to claim im fresh bt im groggy thanks to the loud hammering by the neighbour that woke me up #irritated]",[anger] 
[141994595742519297],"[Christmas needs to come a little faster! 25 days until its here! #EXCITED]",[joy] 
[140972660292194305],"[Droped a bath bomb in front of 30 people in target & it exploded everywhere... #embarrassing]",[sadness] 
[147416774609076224],"[Mah bestiiii is finally coming home :):):) #reunion #love]",[love] 
[145257344278855681],"[I hate when my timeline feels up with retweets of people saying to follow somebody. #annoyed]",[anger] 
[149345795852873728],"[Found double sided tape in my room... gift wrapping = 20 x neater and easier #excited]",[joy] 
[135920461744840704],"[Im tired but I refuse to go to bed this early....Im such a old lady trapped in a 23yr old body!!! Lol #sad]",[sadness] 
[140640560972169216],"[@CoreyKnight3  #forreaaaal What is up with us? #sad #missmysisterr]",[sadness] 
[140981926289883136],"[@sammaciag  @lisemerle B&BW not so cheap if you are ordering! Shipping is $20 unless you spend $100. #disappointed]",[sadness] 
[139792848861134849],"[Omw to the fam crib #Thankful]",[thankfulness] 
[137886170410524673],"[im always the first one to class on saturdays :P #lonely.]",[sadness] 
[137063194618376192],"[Ugh you playy to damn much!  #annoyed]",[anger] 
[137046262942937088],"[@bmackn32  what up big pimpin?   Break any side mirrors lately?  #rage]",[anger] 
[139586593026613248],"[Mac lipgloss, lipsmackers, cute boys w/muscles,white teeth, lacey bras, chocolate, old school hiphop, booty shaken,all things USC #thankful]",[thankfulness] 
[140546819049537536],"[Ikem is so crazyyyyy #LOVE!]",[love] 
[146425642047643650],"[@KristinBuzzetta thank u babycakes love u more!!!  see u soon too! #excitement]",[joy] 
[140221538375962624],"[Christmassssssss time is here. :) #excitement]",[joy] 
[149896080614621184],"[Another night in one my one lying down to limit swelling- if they dont say I can drive tomorrow I am going to kill myself #soonotfair #sad]",[sadness] 
[139127139256631296],"[When it rains it pours! But in a super awesome way! #thankful]",[thankfulness] 
[134731214203527168],"[I got an inside tip f/  @Bran526 . she saw  @hmuzny9486  and he was shaking on the putting green. I want the over on 88  @blakeRDtrimble  #nervous]",[fear] 
[145242752639172608],"[Going to  @chelseeamars s tonightt :) #happy]",[joy] 
[140251022475010048],"[@TrueSagittarian : #Sagittarius thinks highly of themselves. #Proud]",[joy] 
[142251118259486721],"[@Mr_Tyler67 Im disappointed in you... without me? #sad]",[sadness] 
[143762299390406656],"[Got out early today #happy]",[joy] 
[138099572223389696],"[I have the best boyfriend in the world! #happy #blessed]",[joy] 
[137131892364427264],"[@justinbieber  i love you your such an inspritatin to me, please follow me #love]",[love] 
[140804559781117952],"[Its mine,and I kno it mine!! #thankful]",[thankfulness] 
[139429601607815168],"[@KayleeSwifty awwww! There is #MuchLove for you too!!!!! <3 i feel so lucky!!!! #happy]",[joy] 
[144792806177771520],"[The commercials on Pandora...#irritating]",[anger] 
[140305509294149633],"[Whats going on with all these spams? #Annoying]",[anger] 
[136551241693134848],"[How the fuck do they get Shellstrum out of Kallstrom??? #annoying]",[anger] 
[138449143914962944],"[I cant get comfy in my damn bed! #annoyed]",[anger] 
[136936036080160768],"[@lindseykersey  lindsey I miss you!!!When are we going to hang out?! Soon please! I love you so much! Oh, did I mention I miss you? #LOVE]",[love] 
[138456610904346625],"[Wtf , Drake only did one song ! #Disappointed]",[sadness] 
[148954107057668096],"[what people do for a glimpse of fame& and money these days. #sad  #stupid]",[sadness] 
[149492409049427968],"[And today is the day when I finally catch up with society and get my Iphone eeekkk! #excited]",[joy] 
[137915199381454848],"[Headed to Tulsa with my girls! For cheer competition!!! Lets go girls!!! #excited!]",[joy] 
[146463809677180928],"[Back to Htown on the 28 th most likely #excited!!!]",[joy] 
[139999429380947968],"[Off to centre parcs for the 4 day weekend! #bliss]",[joy] 
[143423147805384704],"[Yay going shopping again #happy]",[joy] 
[145396910352646144],"[lesson learned: never try to ice skate...like ever haha #embarrassing]",[sadness] 
[146060807409639424],"[What if all you had today were the things you thanked God for yesterday? #perspective #thankful]",[thankfulness] 
[136147860621234176],"[sooo looks like Ill be hounding oasis until I get my perfect schedule...#disappointed #fml]",[sadness] 
[144453032879472640],"[trying to tidy up in this wind #frustrating !!!]",[anger] 
[143089428028604416],"[i hate myself. and thats the reason why i waited all week to start this ia. #suffering]",[sadness] 
[145264736655769601],"[Im just gonna go kill myself now #embarrassing]",[sadness] 
[145251468063145985],"[I hate being told two different things, like damn be real ! #disappointing]",[sadness] 
[143629542542680064],"[@becisstarryeyed looking forward to tomorrow night, only been a few days but feels like ages! #excited]",[joy] 
[139857251505668096],"[Got food on food on food, Happy Thanksgiving to all. #thankful]",[thankfulness] 
[138727522694209536],"[This week Im going to be cooking for 30 people... #nervous]",[fear] 
[141414819608801280],"[listening to half the fith floor trip on acid at 2 in the morn #joy]",[joy] 
[138070367272046593],"[@VDayLov  damnit u didnt call me to come and help #disappoint]",[sadness] 
[146775146101874688],"[Like for real, learn how to keep your word #disappointed]",[sadness] 
[148605320820817921],"[Sorry  @JeffProbst  but I dont think that I can watch the rest of #survivor because ozzy got sent off #ihateSophieCoachandAlbert #depressed]",[sadness] 
[138673887398477824],"[Feeling lonely today...but whats new... #disappointed]",[sadness] 
[136495791379447811],"[Theres no end to thee affection that he has for me#love]",[love] 
[138728385802276864],"[thanks for not answerin... #irritated]",[anger] 
[138488263143993344],"[@Its_ShawnV  I have nothin to say #disappointed :/]",[sadness] 
[146738626213064705],"[@EmberH93 just kidding... well stay together for the kids sake. #love]",[love] 
[136529861647941634],"[Austin airport... Tiny, polite, friendly, and complete with real austin food. Having thundercloud now. #happiness]",[joy] 
[146584147580829697],"[@Real_Liam_Payne  your voice makes me feel alive. #love]",[love] 
[146034776623681536],"[Spent all night watching both twilights #love #happytweet]",[love] 
[144075236185358337],"[@trishc721 Awwww. Pudgy fingers and baby dimples. #love]",[love] 
[147800000762626048],"[At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #love #sworcery]",[love] 
[143205730512683008],"[All i have to say is thank you Lord !#thankful]",[thankfulness] 
[136858834403733505],"[Ok now back to these racks... #EXCITED]",[joy] 
[141247745062207488],"[Even though we have our ups nd downs.. He look out for me when NO one else do #love]",[love] 
[149651042320134146],"[but s/o too that nap I just took ! #love]",[love] 
[134771262978392066],"[Lol real shit some black women think just cause their black they deserve some type of respect.. Getting rude and scaring ppl off #annoying!!]",[anger] 
[149646280480669698],"[Sensitive niggas.. please dont cry #disgusted]",[anger] 
[138724302072721408],"[Awkward when you start talking to someone like you know them and they have no idea who you are. Turns out to be a look alike #embarrassed]",[sadness] 
[138124840564563968],"[@matneyjason  never knew Christmas music was so funny... #loving]",[love] 
[139713166509744128],"[I love this day! Nothin mo betta then havin, God, Fam, frds, food an #football ;0)! I am truly #thankful]",[thankfulness] 
[143765850783088640],"[Now I know who I take after for asking so many questions SHUT UP GRANDAD! #annoying.]",[anger] 
[136574678851522561],"[@IvoSimon043 love you man]",[love] 
[148871935982448641],"[Christmas shopping with pooh #excited]",[joy] 
[142002619559329793],"[hot chocolate, movie, blanket, fuzzy socks, #happiness :)]",[joy] 
[136889897175891968],"[What surprises me each time, is how someone who genuinely claims to care about you can say the most cutting, hurtful things upon exit. #sad]",[sadness] 
[145163178664394752],"[Havent smoked in awhile #proud !]",[joy] 
[144638855981694976],"[island road trip lots of fun awaiting us rookie idol  @StevenFogarty19  said he was in choir couple years back #excited #daboys]",[joy] 
[148458478351036416],"[Man i can always watch old school cartoons #Love]",[love] 
[139780502495313920],"[My house smells amazing!! #excited]",[joy] 
[144216350800355328],"[In that mood where you zone out and listen to all depressing songs. #ugh #depressing]",[sadness] 
[148901047413379072],"[My Rogers internet is as slooow as molasses in January. #frustrating]",[anger] 
[140915058812272640],"[Today, I didnt get what I wanted, but I got what I needed. #grateful #thankful #blessed]",[thankfulness] 
[139877994545168385],"[Just me, my blanket, my Coffee Crisp, my Nerds candies and Entourage season 8 #Happy]",[joy] 
[144522870612172800],"[December= The month you dont hear from your agent. smh #lonely haha]",[sadness] 
[136121287490801664],"[Whyyyy does every little thing have to remind me of what I cant have?? #ugh #annoyed]",[anger] 
[139740082830721024],"[@MsSnapBaxk lol shut up an b #Thankful lol]",[thankfulness] 
[139332489905836033],"[after the clashes stopped for a while the protesters are cleaning mohamed mahmoud street.. OMG! chapeau guys #Tahrir #Egypt #proud]",[joy] 
[138342928857833472],"[When plans get ruined #annoyed]",[anger] 
[139259363159326720],"[@chrisquilala  happy birthday! hope you had an awesome day, God bless. <3  #LOVE]",[love] 
[138306700708036608],"[Just saw my uncles kids .. Been 8 years!!! :)))) #happy]",[joy] 
[136788029531631616],"[How smartly do I need to dress for Senate?! #panic]",[fear] 
[143694675235176449],"[GM, hope everyone enjoy there day! #thankful]",[thankfulness] 
[147442920570634241],"[“ @DWiard11 :  @NicoleOros  Still fighting my hangover from last night ha.. Is it super packed??” Drew hungover? #disappointed]",[sadness] 
[140598760676929537],"[College football just isnt the same today #depressed]",[sadness] 
[143191799786242049],"[@reenajenkins  YUP, that would be the one. #Disgusted]",[anger] 
[145743755926974466],"[#Eskom what are you doing?? So hate this power outages especially on a Sunday morning#disappointing]",[sadness] 
[147734942955216897],"[Excuse my language. I want to kill this bitch!! Shes a repeated offender of stealing my outfits. Like literally head to toe outfit...]",[anger] 
[137431664975552515],"[First Gautrain experience with  @little_kitchen  #excited]",[joy] 
[138676809796554755],"[About to go to a funeral #sad]",[sadness] 
[135932112237887488],"[Wooow I still cant believe theyre together #disappointed]",[sadness] 
[139011281070981120],"[Getting little hunter in a bit, cant wait to hang out with the little guy and go to the uncc bball game tonight with  @glaw42  .#excited]",[joy] 
[135154588960567296],"[Cant believe  @Jeffrey_VG  #JoeyWilliamson and I are waking up at 4 tomorrow morning to hunt and  @C_Kluge  isnt coming! #disappointed]",[sadness] 
[141359746082025472],"[i love talking to my baby on the phone. he is the sweetest even when hes not near me. #love]",[love] 
[143166228272386048],"[My Parents ruined the Santa shit for me when I was a kid. I woke up one night and watched them bring shit in from our car. #Disappointed]",[sadness] 
[145621167452065793],"[Shaun White gum and weddings #bliss]",[joy] 
[136967105160552449],"[Sitting here with my baby @dparrott092410. #happy]",[joy] 
[138762832350154754],"[«@JusBreeOriginal i hate the fact that these young females have absolutely no respect for themselves. smh #sad»]",[sadness] 
[140256231041404929],"[@slackerninja  Which Pakistan players would we both pick? #SuperTalent. #Hurt.]",[sadness] 
[139102727664971776],"[.i just thought ima have to do my black friday shoppin later lol danm #HURT]",[sadness] 
